d1,type,d2,event_category
DB00835,0,DB09198,Common
DB00289,0,DB01410,Common
DB00472,0,DB08932,Common
DB00972,0,DB01259,Common
DB09061,0,DB06595,Common
DB00983,0,DB00622,Common
DB00612,0,DB00502,Common
DB09223,0,DB00343,Common
DB09039,0,DB00422,Common
DB04855,0,DB00688,Common
DB00851,0,DB00951,Common
DB01223,0,DB00281,Common
DB06210,0,DB09198,Common
DB00176,0,DB00328,Common
DB00564,0,DB00472,Common
DB00637,0,DB00477,Common
DB01156,0,DB00933,Common
DB01194,0,DB00343,Common
DB06016,0,DB04871,Common
DB06413,0,DB00983,Common
DB00575,0,DB00257,Common
DB08865,0,DB00530,Common
DB00321,0,DB00622,Common
DB00969,0,DB00201,Common
DB00270,0,DB00471,Common
DB00783,0,DB01095,Common
DB00918,0,DB00281,Common
DB00257,0,DB01248,Common
DB01118,0,DB01380,Common
DB00672,0,DB00736,Common
DB09223,0,DB01167,Common
DB00589,0,DB00264,Common
DB00289,0,DB00195,Common
DB00195,0,DB13874,Common
DB00320,0,DB00530,Common
DB13954,0,DB00544,Common
DB00865,0,DB00176,Common
DB01181,0,DB00678,Common
DB00927,0,DB00176,Common
DB00674,0,DB00622,Common
DB00289,0,DB00448,Common
DB00496,0,DB01028,Common
DB01114,0,DB01167,Common
DB00482,0,DB00477,Common
DB00872,0,DB00176,Common
DB08907,0,DB00619,Common
DB00476,0,DB06148,Common
DB00185,0,DB01242,Common
DB01151,0,DB00590,Common
DB00972,0,DB00472,Common
DB01211,0,DB00951,Common
DB00297,0,DB08893,Common
DB00612,0,DB08865,Common
DB00477,0,DB01191,Common
DB00356,0,DB09039,Common
DB00321,0,DB00544,Common
DB01095,0,DB00222,Common
DB01181,0,DB00951,Common
DB08865,0,DB00655,Common
DB00318,0,DB00320,Common
DB04855,0,DB01126,Common
DB09167,0,DB00590,Common
DB01065,0,DB06595,Common
DB01410,0,DB00619,Common
DB01156,0,DB01184,Common
DB01151,0,DB06595,Common
DB00289,0,DB00294,Common
DB00390,0,DB00320,Common
DB00182,0,DB00248,Common
DB00215,0,DB00281,Common
DB01181,0,DB06595,Common
DB00748,0,DB00227,Common
DB00343,0,DB00270,Common
DB00496,0,DB01167,Common
DB09231,0,DB01167,Common
DB05039,0,DB01026,Common
DB00544,0,DB00619,Common
DB01241,0,DB00222,Common
DB13955,0,DB00544,Common
DB05676,0,DB00619,Common
DB00598,0,DB01403,Common
DB05219,0,DB01177,Common
DB00169,0,DB00402,Common
DB00907,0,DB04871,Common
DB03128,0,DB01156,Common
DB00802,0,DB00283,Common
DB00207,0,DB01142,Common
DB00783,0,DB00678,Common
DB00176,0,DB00762,Common
DB00370,0,DB01149,Common
DB01435,0,DB00758,Common
DB00227,0,DB11828,Common
DB00783,0,DB01241,Common
DB04855,0,DB13956,Common
DB00951,0,DB00836,Common
DB00758,0,DB01181,Common
DB00501,0,DB00751,Common
DB00091,0,DB03756,Common
DB08865,0,DB01075,Common
DB06413,0,DB06626,Common
DB08868,0,DB00270,Common
DB00289,0,DB01466,Common
DB06292,0,DB09167,Common
DB00201,0,DB11737,Common
DB00757,0,DB00619,Common
DB08865,0,DB00688,Common
DB00748,0,DB00343,Common
DB00947,0,DB01167,Common
DB01211,0,DB12010,Common
DB08865,0,DB09166,Common
DB00199,0,DB01023,Common
DB06203,0,DB00176,Common
DB09061,0,DB05219,Common
DB11817,0,DB00270,Common
DB00188,0,DB09198,Common
DB01028,0,DB06595,Common
DB00254,0,DB09166,Common
DB00176,0,DB00916,Common
DB00568,0,DB04871,Common
DB00501,0,DB00927,Common
DB00297,0,DB00199,Common
DB00215,0,DB00788,Common
DB13874,0,DB04871,Common
DB00091,0,DB13952,Common
DB01200,0,DB00343,Common
DB00530,0,DB00502,Common
DB00289,0,DB00741,Common
DB00866,0,DB00289,Common
DB00951,0,DB01149,Common
DB06605,0,DB00322,Common
DB01211,0,DB01396,Common
DB00185,0,DB04855,Common
DB00207,0,DB00788,Common
DB00257,0,DB01177,Common
DB00690,0,DB00619,Common
DB01075,0,DB00836,Common
DB05219,0,DB00843,Common
DB00257,0,DB00736,Common
DB00270,0,DB04835,Common
DB03756,0,DB00176,Common
DB00245,0,DB00745,Common
DB00289,0,DB00528,Common
DB00264,0,DB00731,Common
DB00091,0,DB00643,Common
DB01101,0,DB01142,Common
DB00446,0,DB01018,Common
DB01142,0,DB01029,Common
DB00924,0,DB00091,Common
DB06203,0,DB00502,Common
DB13953,0,DB09198,Common
DB00969,0,DB00091,Common
DB00343,0,DB00822,Common
DB00278,0,DB00188,Common
DB00477,0,DB00983,Common
DB00176,0,DB00643,Common
DB01018,0,DB00951,Common
DB00851,0,DB09198,Common
DB01114,0,DB00622,Common
DB01431,0,DB00320,Common
DB00835,0,DB00544,Common
DB01118,0,DB06292,Common
DB00322,0,DB00471,Common
DB00544,0,DB01159,Common
DB00608,0,DB00496,Common
DB00201,0,DB13953,Common
DB00531,0,DB04871,Common
DB00546,0,DB00619,Common
DB00257,0,DB00927,Common
DB00195,0,DB01142,Common
DB01151,0,DB09555,Common
DB00757,0,DB01403,Common
DB13954,0,DB01241,Common
DB04855,0,DB04574,Common
DB01050,0,DB00951,Common
DB00185,0,DB00907,Common
DB06738,0,DB00622,Common
DB00829,0,DB00199,Common
DB01244,0,DB00608,Common
DB00188,0,DB01407,Common
DB00283,0,DB00724,Common
DB00482,0,DB00439,Common
DB00324,0,DB01149,Common
DB06701,0,DB00333,Common
DB01418,0,DB00227,Common
DB00188,0,DB00176,Common
DB00188,0,DB06738,Common
DB00482,0,DB01029,Common
DB00297,0,DB00333,Common
DB01396,0,DB00270,Common
DB00215,0,DB00496,Common
DB09039,0,DB01095,Common
DB01118,0,DB01142,Common
DB00604,0,DB09167,Common
DB06736,0,DB09198,Common
DB00531,0,DB00270,Common
DB09053,0,DB04871,Common
DB00283,0,DB00731,Common
DB00091,0,DB01167,Common
DB00619,0,DB01259,Common
DB01184,0,DB06595,Common
DB00482,0,DB00829,Common
DB09555,0,DB09167,Common
DB00182,0,DB00502,Common
DB00289,0,DB13953,Common
DB00496,0,DB00379,Common
DB05219,0,DB00402,Common
DB00207,0,DB00297,Common
DB00612,0,DB00458,Common
DB06016,0,DB00320,Common
DB00564,0,DB01175,Common
DB01151,0,DB00295,Common
DB00501,0,DB01018,Common
DB01426,0,DB00458,Common
DB08865,0,DB01067,Common
DB00531,0,DB09167,Common
DB06772,0,DB01023,Common
DB00736,0,DB00783,Common
DB04841,0,DB00951,Common
DB00612,0,DB00477,Common
DB01211,0,DB01149,Common
DB00543,0,DB00477,Common
DB00320,0,DB08906,Common
DB00289,0,DB01026,Common
DB00207,0,DB00201,Common
DB06725,0,DB00227,Common
DB01075,0,DB01218,Common
DB00254,0,DB12010,Common
DB01067,0,DB01149,Common
DB06403,0,DB00176,Common
DB00176,0,DB01587,Common
DB01429,0,DB01242,Common
DB00257,0,DB00988,Common
DB01156,0,DB00363,Common
DB00195,0,DB00490,Common
DB00446,0,DB00176,Common
DB13952,0,DB00227,Common
DB01075,0,DB01228,Common
DB00276,0,DB01242,Common
DB00257,0,DB01628,Common
DB00199,0,DB01196,Common
DB00245,0,DB00502,Common
DB00543,0,DB00501,Common
DB01118,0,DB00332,Common
DB00343,0,DB04871,Common
DB01274,0,DB00458,Common
DB00195,0,DB01175,Common
DB00215,0,DB00343,Common
DB00343,0,DB00458,Common
DB00257,0,DB08868,Common
DB00608,0,DB00317,Common
DB00254,0,DB13954,Common
DB06292,0,DB00544,Common
DB01211,0,DB00643,Common
DB06413,0,DB00829,Common
DB01101,0,DB00471,Common
DB04920,0,DB00363,Common
DB00921,0,DB01101,Common
DB01029,0,DB00814,Common
DB00245,0,DB00446,Common
DB01211,0,DB08906,Common
DB13874,0,DB09119,Common
DB05219,0,DB00757,Common
DB01628,0,DB01241,Common
DB05812,0,DB00471,Common
DB00907,0,DB01159,Common
DB00934,0,DB00264,Common
DB01435,0,DB00322,Common
DB00227,0,DB00688,Common
DB01418,0,DB00201,Common
DB08907,0,DB00091,Common
DB06777,0,DB00270,Common
DB00091,0,DB00496,Common
DB00169,0,DB14011,Common
DB00477,0,DB00934,Common
DB00907,0,DB08918,Common
DB00316,0,DB00281,Common
DB00472,0,DB00499,Common
DB06738,0,DB00227,Common
DB00490,0,DB00343,Common
DB00379,0,DB00788,Common
DB00402,0,DB09198,Common
DB00568,0,DB00322,Common
DB00672,0,DB01171,Common
DB00289,0,DB11817,Common
DB01029,0,DB09048,Common
DB01558,0,DB00091,Common
DB01435,0,DB00501,Common
DB00343,0,DB01039,Common
DB00496,0,DB00933,Common
DB12483,0,DB04855,Common
DB00773,0,DB09198,Common
DB05039,0,DB00227,Common
DB00257,0,DB06700,Common
DB00322,0,DB04841,Common
DB01211,0,DB00153,Common
DB00918,0,DB00951,Common
DB00320,0,DB01227,Common
DB13952,0,DB00622,Common
DB01559,0,DB00091,Common
DB00188,0,DB05039,Common
DB00199,0,DB14011,Common
DB01006,0,DB00227,Common
DB01097,0,DB00678,Common
DB00608,0,DB00622,Common
DB00546,0,DB01241,Common
DB00320,0,DB00836,Common
DB01151,0,DB00655,Common
DB01175,0,DB00736,Common
DB00188,0,DB06700,Common
DB00328,0,DB00745,Common
DB01118,0,DB01200,Common
DB01244,0,DB00951,Common
DB01075,0,DB00590,Common
DB00802,0,DB00091,Common
DB00590,0,DB00333,Common
DB06725,0,DB00622,Common
DB05676,0,DB00227,Common
DB00320,0,DB09078,Common
DB00918,0,DB00091,Common
DB01118,0,DB00983,Common
DB05351,0,DB01241,Common
DB00254,0,DB06595,Common
DB06595,0,DB00370,Common
DB00201,0,DB00477,Common
DB00758,0,DB04855,Common
DB00544,0,DB11560,Common
DB09061,0,DB00343,Common
DB00477,0,DB00622,Common
DB01118,0,DB00257,Common
DB00758,0,DB00619,Common
DB06403,0,DB01149,Common
DB06203,0,DB04871,Common
DB00921,0,DB00091,Common
DB00169,0,DB13955,Common
DB00343,0,DB08893,Common
DB12267,0,DB00257,Common
DB00091,0,DB01127,Common
DB00476,0,DB00502,Common
DB01242,0,DB01576,Common
DB08865,0,DB01466,Common
DB09167,0,DB00772,Common
DB00446,0,DB00988,Common
DB01242,0,DB09167,Common
DB00188,0,DB00502,Common
DB00188,0,DB00575,Common
DB00751,0,DB00270,Common
DB00254,0,DB00741,Common
DB01136,0,DB00502,Common
DB00758,0,DB00655,Common
DB01558,0,DB00951,Common
DB00619,0,DB13074,Common
DB00455,0,DB00622,Common
DB00176,0,DB00983,Common
DB00889,0,DB00622,Common
DB00476,0,DB00332,Common
DB05812,0,DB00283,Common
DB00276,0,DB01075,Common
DB00568,0,DB00907,Common
DB01142,0,DB00619,Common
DB01380,0,DB04855,Common
DB00477,0,DB00805,Common
DB01218,0,DB01029,Common
DB00608,0,DB00843,Common
DB00518,0,DB01211,Common
DB00546,0,DB01171,Common
DB06403,0,DB00289,Common
DB01221,0,DB06595,Common
DB06203,0,DB01075,Common
DB00257,0,DB04835,Common
DB00783,0,DB00227,Common
DB05812,0,DB00254,Common
DB00951,0,DB00422,Common
DB00865,0,DB00254,Common
DB01071,0,DB00622,Common
DB00724,0,DB00270,Common
DB00672,0,DB00091,Common
DB00363,0,DB00924,Common
DB01242,0,DB00332,Common
DB00215,0,DB04840,Common
DB00829,0,DB00343,Common
DB00446,0,DB13952,Common
DB09167,0,DB11737,Common
DB00496,0,DB01628,Common
DB00176,0,DB00933,Common
DB01628,0,DB01403,Common
DB00343,0,DB00499,Common
DB00320,0,DB00990,Common
DB00678,0,DB06595,Common
DB01114,0,DB01012,Common
DB00608,0,DB01167,Common
DB00604,0,DB00379,Common
DB00472,0,DB01149,Common
DB00091,0,DB08893,Common
DB00477,0,DB04871,Common
DB00254,0,DB05381,Common
DB00215,0,DB00978,Common
DB00343,0,DB00889,Common
DB05351,0,DB00176,Common
DB00091,0,DB09555,Common
DB00990,0,DB01149,Common
DB01241,0,DB01259,Common
DB00276,0,DB01026,Common
DB00997,0,DB04841,Common
DB00176,0,DB01283,Common
DB00608,0,DB00731,Common
DB00608,0,DB00589,Common
DB09167,0,DB00458,Common
DB01435,0,DB09198,Common
DB00674,0,DB00227,Common
DB00501,0,DB01218,Common
DB09167,0,DB13955,Common
DB00297,0,DB00227,Common
DB06700,0,DB04855,Common
DB00176,0,DB01577,Common
DB00257,0,DB00324,Common
DB00257,0,DB01071,Common
DB00207,0,DB00998,Common
DB09166,0,DB01171,Common
DB00276,0,DB00195,Common
DB13874,0,DB00544,Common
DB06626,0,DB00736,Common
DB01191,0,DB01403,Common
DB00195,0,DB09048,Common
DB00924,0,DB00264,Common
DB00969,0,DB08865,Common
DB01026,0,DB11828,Common
DB00829,0,DB01259,Common
DB01136,0,DB01403,Common
DB00289,0,DB00593,Common
DB00472,0,DB01296,Common
DB00201,0,DB00343,Common
DB00748,0,DB01151,Common
DB00188,0,DB00683,Common
DB05812,0,DB01167,Common
DB00470,0,DB01171,Common
DB00169,0,DB00788,Common
DB00195,0,DB04920,Common
DB01429,0,DB00907,Common
DB00321,0,DB00502,Common
DB00568,0,DB01095,Common
DB11817,0,DB00091,Common
DB01012,0,DB00216,Common
DB00608,0,DB00924,Common
DB13874,0,DB00199,Common
DB00091,0,DB01175,Common
DB00289,0,DB00281,Common
DB01118,0,DB00836,Common
DB00254,0,DB01216,Common
DB00586,0,DB09198,Common
DB00297,0,DB09039,Common
DB01244,0,DB00215,Common
DB06701,0,DB08893,Common
DB01544,0,DB00270,Common
DB09123,0,DB00619,Common
DB01167,0,DB09078,Common
DB00289,0,DB01023,Common
DB00472,0,DB06595,Common
DB00289,0,DB00295,Common
DB00169,0,DB01029,Common
DB00332,0,DB01403,Common
DB00343,0,DB01067,Common
DB00245,0,DB09039,Common
DB00176,0,DB00455,Common
DB00201,0,DB01142,Common
DB00199,0,DB00783,Common
DB00283,0,DB00647,Common
DB00091,0,DB01067,Common
DB00215,0,DB00530,Common
DB00270,0,DB04871,Common
DB01195,0,DB00951,Common
DB05351,0,DB00270,Common
DB00636,0,DB04855,Common
DB00951,0,DB01233,Common
DB01355,0,DB00281,Common
DB01228,0,DB08893,Common
DB12267,0,DB08865,Common
DB01211,0,DB01559,Common
DB04574,0,DB01149,Common
DB01159,0,DB04871,Common
DB00983,0,DB00227,Common
DB04920,0,DB06595,Common
DB00332,0,DB00227,Common
DB01254,0,DB09167,Common
DB00266,0,DB06595,Common
DB13956,0,DB01023,Common
DB00283,0,DB01234,Common
DB01075,0,DB13874,Common
DB00647,0,DB00270,Common
DB00544,0,DB01221,Common
DB01118,0,DB04574,Common
DB00307,0,DB08865,Common
DB01156,0,DB00091,Common
DB00245,0,DB09167,Common
DB00772,0,DB06595,Common
DB00758,0,DB00772,Common
DB04871,0,DB00731,Common
DB01177,0,DB01026,Common
DB00289,0,DB11737,Common
DB00346,0,DB00199,Common
DB05219,0,DB06738,Common
DB00320,0,DB01020,Common
DB01197,0,DB00333,Common
DB00289,0,DB12010,Common
DB00866,0,DB00501,Common
DB00472,0,DB01218,Common
DB00343,0,DB00808,Common
DB00283,0,DB05381,Common
DB01418,0,DB01149,Common
DB00201,0,DB00898,Common
DB00215,0,DB04920,Common
DB00907,0,DB00619,Common
DB00835,0,DB00608,Common
DB00316,0,DB01156,Common
DB01223,0,DB00289,Common
DB00748,0,DB01259,Common
DB00997,0,DB00762,Common
DB06738,0,DB01097,Common
DB01151,0,DB00343,Common
DB09167,0,DB13954,Common
DB01259,0,DB00745,Common
DB00091,0,DB08932,Common
DB03756,0,DB00622,Common
DB00482,0,DB13874,Common
DB00283,0,DB00916,Common
DB00289,0,DB01248,Common
DB03756,0,DB09198,Common
DB00257,0,DB11633,Common
DB00289,0,DB01215,Common
DB00455,0,DB06595,Common
DB00835,0,DB06595,Common
DB00289,0,DB01068,Common
DB09061,0,DB01026,Common
DB00918,0,DB00608,Common
DB01029,0,DB01259,Common
DB00458,0,DB00589,Common
DB00531,0,DB00736,Common
DB00672,0,DB00227,Common
DB00381,0,DB00199,Common
DB01223,0,DB00270,Common
DB00185,0,DB08865,Common
DB00748,0,DB01095,Common
DB00254,0,DB01110,Common
DB00188,0,DB00947,Common
DB01156,0,DB01107,Common
DB00320,0,DB00655,Common
DB05812,0,DB05246,Common
DB09167,0,DB01016,Common
DB00283,0,DB01628,Common
DB05219,0,DB00619,Common
DB01211,0,DB00176,Common
DB01628,0,DB00678,Common
DB00257,0,DB01240,Common
DB08865,0,DB01020,Common
DB00501,0,DB09555,Common
DB00835,0,DB00678,Common
DB01156,0,DB00496,Common
DB05676,0,DB01149,Common
DB00091,0,DB11828,Common
DB00477,0,DB00327,Common
DB00758,0,DB01151,Common
DB09167,0,DB06148,Common
DB00201,0,DB00379,Common
DB04846,0,DB00227,Common
DB04946,0,DB09198,Common
DB00215,0,DB00623,Common
DB00169,0,DB01228,Common
DB01118,0,DB00402,Common
DB00327,0,DB00333,Common
DB00568,0,DB00283,Common
DB06403,0,DB09119,Common
DB06605,0,DB01095,Common
DB01211,0,DB13952,Common
DB01191,0,DB00281,Common
DB01118,0,DB11817,Common
DB09167,0,DB01009,Common
DB04855,0,DB00180,Common
DB00270,0,DB00448,Common
DB01242,0,DB01628,Common
DB00188,0,DB00590,Common
DB01403,0,DB00379,Common
DB00328,0,DB00227,Common
DB00496,0,DB01175,Common
DB00182,0,DB00501,Common
DB00472,0,DB00934,Common
DB00917,0,DB06595,Common
DB00518,0,DB00176,Common
DB00176,0,DB01018,Common
DB00869,0,DB09198,Common
DB00091,0,DB08906,Common
DB03128,0,DB00458,Common
DB00927,0,DB09198,Common
DB00490,0,DB00283,Common
DB00320,0,DB00153,Common
DB05351,0,DB00320,Common
DB08865,0,DB13956,Common
DB00207,0,DB00934,Common
DB00283,0,DB01466,Common
DB05812,0,DB09166,Common
DB06210,0,DB01023,Common
DB00773,0,DB00951,Common
DB01244,0,DB00176,Common
DB08932,0,DB01171,Common
DB00921,0,DB00951,Common
DB01429,0,DB08893,Common
DB04855,0,DB00602,Common
DB06736,0,DB01101,Common
DB06016,0,DB00951,Common
DB00188,0,DB00829,Common
DB04840,0,DB01026,Common
DB01029,0,DB01171,Common
DB01075,0,DB01026,Common
DB00091,0,DB00889,Common
DB00604,0,DB01171,Common
DB00176,0,DB05039,Common
DB00628,0,DB08865,Common
DB04855,0,DB00402,Common
DB00845,0,DB01026,Common
DB01012,0,DB00091,Common
DB00757,0,DB01149,Common
DB01101,0,DB00514,Common
DB01142,0,DB00544,Common
DB01357,0,DB06595,Common
DB00283,0,DB00643,Common
DB00169,0,DB00619,Common
DB00343,0,DB00593,Common
DB00613,0,DB01136,Common
DB00672,0,DB01026,Common
DB00575,0,DB00951,Common
DB00328,0,DB09198,Common
DB00195,0,DB00295,Common
DB00972,0,DB00207,Common
DB00257,0,DB00851,Common
DB01435,0,DB06413,Common
DB00501,0,DB00496,Common
DB01156,0,DB00678,Common
DB00195,0,DB01095,Common
DB00215,0,DB00091,Common
DB00343,0,DB00280,Common
DB01095,0,DB00788,Common
DB01118,0,DB01559,Common
DB00201,0,DB06210,Common
DB06736,0,DB01095,Common
DB00257,0,DB00757,Common
DB00283,0,DB00333,Common
DB00501,0,DB00589,Common
DB00091,0,DB00402,Common
DB00472,0,DB00849,Common
DB00283,0,DB00281,Common
DB00322,0,DB01016,Common
DB00608,0,DB06595,Common
DB00356,0,DB09198,Common
DB00289,0,DB00623,Common
DB00381,0,DB00343,Common
DB01151,0,DB00619,Common
DB00182,0,DB01403,Common
DB01068,0,DB00320,Common
DB00835,0,DB00091,Common
DB00182,0,DB00482,Common
DB00215,0,DB13956,Common
DB00343,0,DB09166,Common
DB00283,0,DB08906,Common
DB00283,0,DB01242,Common
DB00257,0,DB01357,Common
DB00091,0,DB12161,Common
DB00619,0,DB00951,Common
DB00343,0,DB01355,Common
DB00918,0,DB00176,Common
DB01435,0,DB09167,Common
DB00283,0,DB00270,Common
DB00741,0,DB01026,Common
DB00518,0,DB04855,Common
DB01142,0,DB00622,Common
DB00199,0,DB00916,Common
DB00169,0,DB05351,Common
DB13956,0,DB01149,Common
DB08865,0,DB06789,Common
DB01403,0,DB00622,Common
DB01393,0,DB00188,Common
DB00448,0,DB00622,Common
DB01026,0,DB06595,Common
DB00257,0,DB01009,Common
DB01118,0,DB13954,Common
DB00283,0,DB01355,Common
DB06413,0,DB01283,Common
DB01075,0,DB01233,Common
DB00619,0,DB00332,Common
DB14011,0,DB01149,Common
DB00195,0,DB00514,Common
DB00240,0,DB00091,Common
DB00320,0,DB04845,Common
DB00477,0,DB06595,Common
DB00619,0,DB00367,Common
DB01029,0,DB00295,Common
DB00918,0,DB06595,Common
DB09555,0,DB00227,Common
DB09167,0,DB08868,Common
DB00363,0,DB00745,Common
DB01118,0,DB00136,Common
DB01435,0,DB08893,Common
DB13952,0,DB00270,Common
DB00619,0,DB00370,Common
DB00343,0,DB01196,Common
DB00188,0,DB01016,Common
DB00477,0,DB13874,Common
DB00321,0,DB00446,Common
DB01211,0,DB01028,Common
DB00402,0,DB00678,Common
DB00949,0,DB01026,Common
DB01097,0,DB00784,Common
DB04846,0,DB00176,Common
DB00544,0,DB00472,Common
DB09167,0,DB00749,Common
DB04855,0,DB01196,Common
DB00343,0,DB01018,Common
DB00757,0,DB00270,Common
DB01151,0,DB01107,Common
DB01107,0,DB00622,Common
DB00949,0,DB01149,Common
DB00969,0,DB00207,Common
DB06016,0,DB08893,Common
DB00316,0,DB00476,Common
DB00257,0,DB00328,Common
DB01628,0,DB04871,Common
DB09026,0,DB00320,Common
DB00482,0,DB01233,Common
DB01097,0,DB00379,Common
DB00343,0,DB00736,Common
DB06626,0,DB00472,Common
DB00546,0,DB00199,Common
DB00758,0,DB04871,Common
DB00188,0,DB00751,Common
DB00866,0,DB00907,Common
DB00201,0,DB00283,Common
DB04855,0,DB06789,Common
DB00690,0,DB00270,Common
DB00736,0,DB00371,Common
DB00623,0,DB04871,Common
DB01211,0,DB00180,Common
DB00496,0,DB00889,Common
DB00281,0,DB00772,Common
DB00176,0,DB00889,Common
DB00501,0,DB13953,Common
DB00757,0,DB00227,Common
DB09167,0,DB08893,Common
DB00227,0,DB08893,Common
DB00176,0,DB00814,Common
DB08865,0,DB00959,Common
DB01018,0,DB00227,Common
DB01259,0,DB08918,Common
DB01177,0,DB00458,Common
DB00866,0,DB00363,Common
DB00176,0,DB01107,Common
DB01403,0,DB06148,Common
DB00169,0,DB00327,Common
DB13874,0,DB00458,Common
DB00395,0,DB00736,Common
DB06203,0,DB00363,Common
DB00402,0,DB00622,Common
DB00169,0,DB01095,Common
DB06736,0,DB00622,Common
DB00283,0,DB00451,Common
DB04855,0,DB01002,Common
DB00227,0,DB08932,Common
DB00472,0,DB01029,Common
DB00476,0,DB00317,Common
DB00482,0,DB01149,Common
DB01156,0,DB00530,Common
DB01242,0,DB01167,Common
DB00544,0,DB01065,Common
DB00477,0,DB00590,Common
DB06203,0,DB00608,Common
DB06203,0,DB01026,Common
DB00215,0,DB00544,Common
DB00188,0,DB00482,Common
DB00829,0,DB00619,Common
DB00988,0,DB00322,Common
DB00276,0,DB01403,Common
DB01211,0,DB00514,Common
DB03756,0,DB09167,Common
DB06413,0,DB14011,Common
DB00289,0,DB00307,Common
DB06413,0,DB00328,Common
DB00829,0,DB09167,Common
DB00320,0,DB00402,Common
DB00169,0,DB01050,Common
DB00321,0,DB08893,Common
DB00215,0,DB13955,Common
DB01628,0,DB00458,Common
DB11817,0,DB01167,Common
DB00327,0,DB09198,Common
DB00320,0,DB06702,Common
DB00997,0,DB01544,Common
DB04855,0,DB00783,Common
DB12010,0,DB00619,Common
DB00343,0,DB00678,Common
DB00289,0,DB00934,Common
DB01151,0,DB00772,Common
DB01097,0,DB11560,Common
DB13954,0,DB00379,Common
DB00320,0,DB00843,Common
DB08865,0,DB01227,Common
DB00289,0,DB00762,Common
DB00575,0,DB00502,Common
DB00199,0,DB06148,Common
DB01418,0,DB09119,Common
DB09039,0,DB00731,Common
DB00257,0,DB00643,Common
DB01012,0,DB00320,Common
DB00521,0,DB00169,Common
DB00458,0,DB00227,Common
DB13954,0,DB00951,Common
DB00346,0,DB08865,Common
DB00257,0,DB09555,Common
DB00637,0,DB00333,Common
DB01095,0,DB00327,Common
DB00307,0,DB09198,Common
DB00736,0,DB01544,Common
DB00402,0,DB01241,Common
DB00289,0,DB00736,Common
DB01259,0,DB00836,Common
DB01101,0,DB00448,Common
DB00343,0,DB13954,Common
DB06595,0,DB00471,Common
DB00918,0,DB00270,Common
DB00531,0,DB00199,Common
DB00201,0,DB01026,Common
DB00363,0,DB00983,Common
DB00496,0,DB00455,Common
DB01407,0,DB00379,Common
DB00215,0,DB01050,Common
DB05676,0,DB00176,Common
DB06203,0,DB00333,Common
DB05812,0,DB01559,Common
DB08893,0,DB00731,Common
DB00188,0,DB00153,Common
DB00482,0,DB00598,Common
DB00257,0,DB01587,Common
DB00185,0,DB00091,Common
DB13952,0,DB00678,Common
DB13956,0,DB01029,Common
DB00254,0,DB06789,Common
DB00395,0,DB01026,Common
DB00501,0,DB01228,Common
DB00546,0,DB00472,Common
DB06413,0,DB00590,Common
DB00907,0,DB00514,Common
DB00969,0,DB00169,Common
DB00501,0,DB01195,Common
DB00514,0,DB00622,Common
DB00402,0,DB00544,Common
DB00289,0,DB00783,Common
DB00496,0,DB00370,Common
DB00918,0,DB00264,Common
DB00969,0,DB04855,Common
DB06413,0,DB01259,Common
DB00188,0,DB00262,Common
DB01114,0,DB00333,Common
DB00590,0,DB01026,Common
DB00736,0,DB00499,Common
DB00324,0,DB00270,Common
DB08865,0,DB00254,Common
DB13955,0,DB01171,Common
DB00289,0,DB00622,Common
DB01028,0,DB00264,Common
DB00257,0,DB01227,Common
DB00608,0,DB00501,Common
DB01228,0,DB00472,Common
DB00843,0,DB08893,Common
