d1,type,d2
DB01026,2,DB00528
DB05812,2,DB00814
DB05812,2,DB13955
DB09128,2,DB00283
DB09063,2,DB01075
DB00647,2,DB01095
DB00829,2,DB09048
DB00872,2,DB05039
DB09063,2,DB01023
DB01142,2,DB09049
DB00443,2,DB00977
DB09230,2,DB00501
DB00501,2,DB00270
DB05812,2,DB00843
DB00321,2,DB11633
DB00559,2,DB00091
DB11633,2,DB00295
DB00363,2,DB06700
DB00439,2,DB00763
DB01410,2,DB00783
DB00866,2,DB00297
DB00628,2,DB01254
DB09053,2,DB01026
DB00757,2,DB00264
DB00521,2,DB06700
DB05351,2,DB09048
DB00813,2,DB00619
DB00813,2,DB09049
DB13952,2,DB09048
DB01184,2,DB09195
DB00182,2,DB00952
DB01166,2,DB08865
DB01128,2,DB00266
DB00796,2,DB09049
DB00204,2,DB00400
DB00477,2,DB08820
DB00872,2,DB01181
DB00531,2,DB11633
DB00834,2,DB00622
DB09128,2,DB00496
DB01394,2,DB00254
DB00257,2,DB09053
DB09063,2,DB00270
DB04871,2,DB09048
DB09167,2,DB00584
DB00490,2,DB01394
DB01142,2,DB01590
DB01587,2,DB00227
DB00215,2,DB01241
DB01026,2,DB04835
DB01156,2,DB01071
DB09063,2,DB00280
DB05239,2,DB06210
DB00188,2,DB01218
DB08820,2,DB06148
DB00563,2,DB00688
DB08827,2,DB09195
DB09232,2,DB00501
DB00276,2,DB01590
DB01590,2,DB08827
DB01118,2,DB01396
DB00613,2,DB01403
DB00584,2,DB00696
DB00724,2,DB08820
DB00320,2,DB00227
DB00613,2,DB00227
DB00673,2,DB00185
DB09063,2,DB00363
DB00307,2,DB00834
DB05812,2,DB00724
DB09053,2,DB01071
DB06605,2,DB00227
DB00673,2,DB00281
DB00997,2,DB00470
DB05812,2,DB00889
DB09123,2,DB08820
DB01067,2,DB11633
DB09063,2,DB01110
DB05812,2,DB01558
DB00808,2,DB08820
DB00502,2,DB08820
DB01194,2,DB01026
DB13956,2,DB00741
DB01067,2,DB09048
DB00289,2,DB01095
DB05812,2,DB00544
DB01223,2,DB00673
DB06237,2,DB08820
DB00091,2,DB00528
DB11633,2,DB00603
DB00188,2,DB00439
DB09063,2,DB01184
DB00439,2,DB00683
DB11633,2,DB08882
DB09280,2,DB00788
DB09128,2,DB01151
DB01418,2,DB06701
DB00564,2,DB00501
DB09039,2,DB00458
DB00872,2,DB00949
DB00673,2,DB04845
DB01254,2,DB00216
DB00537,2,DB00227
DB00783,2,DB00959
DB00673,2,DB01159
DB00872,2,DB00216
DB01418,2,DB11633
DB01114,2,DB01254
DB00673,2,DB11828
DB01166,2,DB00834
DB00673,2,DB00604
DB08865,2,DB08815
DB00997,2,DB01137
DB01394,2,DB08865
DB06616,2,DB00502
DB00872,2,DB00987
DB01394,2,DB01149
DB01254,2,DB01241
DB01254,2,DB00916
DB01393,2,DB09063
DB11633,2,DB09078
DB04855,2,DB00956
DB00006,2,DB00924
DB06203,2,DB01242
DB00207,2,DB00266
DB06695,2,DB09167
DB11633,2,DB00227
DB05676,2,DB00673
DB00673,2,DB01002
DB01166,2,DB00458
DB00947,2,DB09048
DB01254,2,DB00683
DB00872,2,DB00655
DB06616,2,DB08865
DB09063,2,DB00822
DB09063,2,DB00784
DB09166,2,DB00834
DB00869,2,DB01195
DB00802,2,DB01394
DB09063,2,DB01016
DB01118,2,DB01259
DB00604,2,DB00091
DB00343,2,DB09048
DB05812,2,DB01028
DB09063,2,DB01006
DB01095,2,DB01026
DB08827,2,DB01149
DB00390,2,DB00328
DB01238,2,DB09063
DB00169,2,DB09195
DB06605,2,DB09063
DB05812,2,DB00934
DB11633,2,DB00367
DB00091,2,DB00584
DB00835,2,DB09195
DB01166,2,DB01110
DB09128,2,DB09195
DB00482,2,DB00390
DB00321,2,DB00613
DB01095,2,DB01110
DB00499,2,DB09048
DB05812,2,DB01577
DB00501,2,DB09235
DB00472,2,DB09053
DB01029,2,DB00834
DB08865,2,DB01184
DB01394,2,DB00358
DB00604,2,DB11633
DB00482,2,DB11633
DB01222,2,DB00320
DB01590,2,DB00741
DB01195,2,DB00264
DB01013,2,DB13954
DB01222,2,DB08865
DB05812,2,DB13954
DB01222,2,DB00176
DB13954,2,DB00655
DB01559,2,DB09048
DB09063,2,DB01114
DB01118,2,DB00390
DB00318,2,DB00834
DB00439,2,DB01151
DB09063,2,DB01211
DB12267,2,DB01211
DB06203,2,DB11633
DB01254,2,DB01175
DB00613,2,DB00446
DB09128,2,DB00472
DB06148,2,DB09048
DB00490,2,DB11633
DB08820,2,DB13074
DB01012,2,DB00924
DB09195,2,DB00688
DB05239,2,DB00320
DB00612,2,DB00872
DB00381,2,DB01590
DB08820,2,DB09048
DB01435,2,DB00439
DB01118,2,DB04908
DB01590,2,DB00813
DB00439,2,DB00363
DB00655,2,DB00741
DB04794,2,DB00604
DB01166,2,DB00736
DB00673,2,DB00216
DB00531,2,DB01590
DB00381,2,DB01394
DB00006,2,DB01149
DB01200,2,DB09063
DB00987,2,DB01254
DB00470,2,DB01241
DB01254,2,DB00451
DB00865,2,DB09063
DB06738,2,DB00834
DB00673,2,DB01559
DB00673,2,DB04855
DB08906,2,DB08820
DB00872,2,DB09555
DB00283,2,DB00619
DB00381,2,DB00872
DB06594,2,DB00379
DB12001,2,DB06210
DB01242,2,DB00872
DB06210,2,DB00773
DB01244,2,DB06616
DB09053,2,DB08882
DB00502,2,DB09053
DB06626,2,DB00834
DB01394,2,DB01151
DB00199,2,DB09195
DB01136,2,DB05219
DB08865,2,DB00956
DB00443,2,DB13952
DB00537,2,DB09053
DB06789,2,DB00834
DB05812,2,DB09053
DB00227,2,DB00264
DB01076,2,DB00199
DB06237,2,DB00270
DB00176,2,DB01218
DB00542,2,DB00248
DB00673,2,DB00949
DB00918,2,DB00872
DB00673,2,DB01227
DB00813,2,DB09195
DB06700,2,DB11633
DB00343,2,DB01095
DB00316,2,DB01095
DB00255,2,DB00180
DB01095,2,DB00703
DB09039,2,DB00270
DB00559,2,DB00322
DB01118,2,DB00591
DB00477,2,DB01590
DB01238,2,DB00270
DB00367,2,DB09048
DB01095,2,DB00502
DB01156,2,DB09280
DB00307,2,DB09195
DB09063,2,DB01380
DB00537,2,DB01095
DB00530,2,DB09048
DB12161,2,DB08820
DB00613,2,DB00501
DB00294,2,DB08820
DB00673,2,DB00443
DB00278,2,DB01242
DB06616,2,DB00703
DB09053,2,DB00916
DB00458,2,DB04861
DB00283,2,DB09053
DB01558,2,DB09063
DB12267,2,DB11633
DB08912,2,DB09280
DB06403,2,DB00834
DB05812,2,DB06016
DB00997,2,DB01196
DB01200,2,DB09053
DB06616,2,DB00227
DB01117,2,DB01403
DB00872,2,DB01095
DB00690,2,DB09195
DB00227,2,DB00370
DB01590,2,DB00834
DB09061,2,DB11633
DB00531,2,DB08820
DB00316,2,DB06616
DB01217,2,DB01095
DB05039,2,DB09048
DB00593,2,DB11633
DB06616,2,DB00458
DB13874,2,DB09280
DB00647,2,DB00834
DB00613,2,DB00603
DB01142,2,DB00584
DB09063,2,DB04871
DB00636,2,DB11633
DB06616,2,DB01023
DB01065,2,DB00834
DB01394,2,DB00967
DB00872,2,DB00647
DB06616,2,DB00875
DB00872,2,DB13954
DB01175,2,DB11633
DB05381,2,DB09048
DB00188,2,DB06616
DB01197,2,DB01394
DB00501,2,DB00568
DB06700,2,DB09048
DB00248,2,DB00872
DB01394,2,DB00875
DB00501,2,DB09053
DB00872,2,DB01159
DB00613,2,DB00784
DB00255,2,DB11633
DB00819,2,DB00439
DB13954,2,DB09195
DB06616,2,DB09462
DB13874,2,DB01590
DB00477,2,DB04861
DB01357,2,DB00764
DB00297,2,DB11633
DB09063,2,DB00916
DB00637,2,DB01149
DB01166,2,DB01095
DB08820,2,DB01227
DB11901,2,DB09195
DB01355,3,DB00264
DB01320,3,DB08932
DB08912,3,DB01159
DB08912,3,DB00458
DB00091,3,DB01024
DB01254,3,DB00736
DB01118,3,DB04839
DB01018,3,DB00648
DB00559,3,DB08918
DB06616,3,DB00736
DB00559,3,DB06016
DB00499,3,DB09280
DB00736,3,DB01024
DB00521,3,DB01355
DB00343,3,DB00648
DB00564,3,DB01234
DB01127,3,DB01320
DB00390,3,DB00648
DB00783,3,DB08882
DB09026,3,DB08899
DB09128,3,DB01320
DB00136,3,DB08899
DB11901,3,DB00956
DB09123,3,DB08899
DB08912,3,DB01039
DB11901,3,DB13139
DB00673,3,DB08912
DB11901,3,DB00589
DB01238,3,DB00091
DB08912,3,DB00753
DB01200,3,DB00648
DB00835,3,DB04839
DB00987,3,DB08899
DB00281,3,DB00648
DB05039,3,DB09280
DB00559,3,DB00758
DB01238,3,DB00531
DB01137,3,DB09280
DB01114,3,DB08912
DB08906,3,DB09280
DB00530,3,DB00736
DB11901,3,DB00575
DB11901,3,DB00555
DB08899,3,DB00916
DB00316,3,DB04839
DB00672,3,DB08912
DB04839,3,DB01151
DB00924,3,DB04839
DB01117,3,DB01233
DB00673,3,DB01357
DB08899,3,DB00883
DB11901,3,DB00674
DB00997,3,DB00648
DB00559,3,DB01006
DB00559,3,DB00628
DB00207,3,DB08912
DB11901,3,DB01410
DB12267,3,DB00496
DB00559,3,DB04871
DB00972,3,DB08912
DB06216,3,DB00648
DB05676,3,DB00564
DB00204,3,DB00648
DB00602,3,DB00648
DB01238,3,DB00990
DB11901,3,DB00499
DB00584,3,DB01357
DB08912,3,DB08815
DB00559,3,DB01254
DB06282,3,DB00648
DB06626,3,DB08899
DB04839,3,DB00998
DB00564,3,DB04841
DB00568,3,DB04839
DB00559,3,DB01396
DB00564,3,DB01583
DB11901,3,DB00451
DB11901,3,DB01009
DB11901,3,DB00153
DB00916,3,DB00648
DB00294,3,DB09280
DB00575,3,DB08899
DB00316,3,DB08912
DB00918,3,DB08912
DB08912,3,DB01259
DB08912,3,DB13956
DB11901,3,DB00829
DB01248,3,DB08899
DB08882,3,DB00834
DB08912,3,DB00270
DB11901,3,DB00390
DB00843,3,DB00648
DB11901,3,DB00845
DB09280,3,DB00264
DB11901,3,DB00295
DB04839,3,DB13956
DB01223,3,DB00006
DB11901,3,DB13952
DB00280,3,DB00648
DB00091,3,DB08912
DB11901,3,DB01221
DB00307,3,DB00559
DB01394,3,DB08899
DB11901,3,DB00356
DB00564,3,DB11633
DB04908,3,DB09280
DB08899,3,DB00589
DB01238,3,DB09280
DB00559,3,DB00297
DB06695,3,DB01234
DB11901,3,DB01194
DB04839,3,DB01002
DB00866,3,DB01351
DB01136,3,DB09280
DB00169,3,DB08912
DB01184,3,DB00648
DB08899,3,DB00949
DB01238,3,DB13952
DB01238,3,DB00394
DB08907,3,DB08912
DB00751,3,DB01026
DB09061,3,DB00648
DB08899,3,DB01227
DB03756,3,DB09280
DB01254,3,DB01320
DB05812,3,DB01320
DB11901,3,DB11633
DB00559,3,DB00281
DB00564,3,DB00643
DB01234,3,DB08899
DB00829,3,DB08899
DB00266,3,DB00898
DB09061,3,DB09280
DB08912,3,DB00588
DB08899,3,DB08906
DB06203,3,DB08899
DB00381,3,DB11901
DB00559,3,DB00921
DB06216,3,DB08899
DB00316,3,DB01238
DB00439,3,DB08912
DB04839,3,DB00851
DB06695,3,DB00977
DB08912,3,DB00883
DB00924,3,DB00648
DB08899,3,DB01023
DB00394,3,DB00951
DB00363,3,DB09280
DB00736,3,DB00317
DB00783,3,DB00648
DB00559,3,DB00589
DB01067,3,DB00648
DB11901,3,DB08918
DB00591,3,DB09280
DB06216,3,DB01167
DB06148,3,DB00648
DB11901,3,DB01028
DB00499,3,DB00648
DB00604,3,DB08912
DB11901,3,DB00889
DB11817,3,DB08899
DB00559,3,DB12267
DB05676,3,DB00648
DB06203,3,DB00648
DB01431,3,DB08899
DB11901,3,DB00724
DB08912,3,DB00227
DB11901,3,DB00648
DB11901,3,DB00402
DB09231,3,DB08899
DB12001,3,DB01320
DB09061,3,DB08899
DB08912,3,DB06595
DB11901,3,DB00490
DB01223,3,DB00278
DB11901,3,DB09078
DB00559,3,DB06702
DB08899,3,DB00332
DB01238,3,DB00216
DB00736,3,DB00648
DB08912,3,DB00153
DB00648,3,DB01149
DB01418,3,DB00564
DB01193,3,DB01351
DB08899,3,DB00603
DB06403,3,DB00559
DB11901,3,DB09231
DB01196,3,DB00677
DB01590,3,DB00648
DB08918,3,DB00648
DB00956,3,DB00648
DB08899,3,DB00741
DB00559,3,DB00947
DB00559,3,DB01183
DB01410,3,DB00951
DB08912,3,DB01175
DB01238,3,DB00439
DB08899,3,DB00762
DB00694,3,DB00648
DB11901,3,DB00278
DB01013,3,DB01320
DB00523,3,DB09280
DB00207,3,DB00559
DB00559,3,DB00531
DB00598,3,DB00849
DB00673,3,DB06730
DB11901,3,DB01181
DB11901,3,DB00563
DB00559,3,DB04845
DB08899,3,DB08893
DB01559,3,DB08899
DB06695,3,DB00255
DB00836,3,DB00648
DB06695,3,DB04574
DB01184,3,DB08899
DB00564,3,DB00530
DB06203,3,DB01357
DB06695,3,DB00694
DB00278,3,DB00977
DB01238,3,DB01320
DB08899,3,DB00270
DB08912,3,DB05246
DB06774,3,DB04839
DB00091,3,DB06695
DB08899,3,DB01006
DB04839,3,DB08868
DB01068,3,DB00648
DB01238,3,DB08912
DB08899,3,DB06148
DB00921,3,DB08899
DB05239,3,DB01320
DB00227,3,DB00648
DB06203,3,DB00977
DB05239,3,DB00648
DB12267,3,DB00700
DB11901,3,DB01240
DB01223,3,DB01355
DB00672,3,DB09280
DB00673,3,DB00783
DB01351,3,DB00264
DB00591,3,DB00648
DB08912,3,DB00655
DB08912,3,DB00849
DB01357,3,DB01024
DB08899,3,DB08868
DB06616,3,DB00648
DB00248,3,DB08912
DB04839,3,DB00773
DB11737,3,DB00648
DB01238,3,DB00324
DB00637,3,DB08899
DB00559,3,DB00216
DB08899,3,DB00402
DB00559,3,DB00333
DB00490,3,DB08912
DB06216,3,DB01026
DB00608,3,DB00648
DB08912,3,DB00379
DB00559,3,DB00916
DB00439,3,DB00648
DB00956,3,DB09280
DB09166,3,DB00648
DB00255,3,DB09280
DB11901,3,DB13955
DB00201,3,DB04839
DB01166,3,DB08899
DB00356,3,DB04839
DB01114,3,DB08899
DB11901,3,DB01248
DB08899,3,DB11828
DB06695,3,DB00834
DB01216,3,DB00648
DB08906,3,DB00648
DB00751,3,DB09280
DB08912,3,DB01181
DB00185,3,DB00648
DB11901,3,DB01137
DB00559,3,DB00924
DB00559,3,DB01020
DB00559,3,DB01167
DB08912,3,DB01544
DB00559,3,DB00180
DB00802,3,DB00559
DB00843,3,DB09280
DB01167,3,DB00648
DB11901,3,DB00924
DB05039,3,DB00648
DB01177,3,DB09280
DB00758,3,DB04839
DB00514,3,DB00648
DB11901,3,DB13954
DB09280,3,DB01065
DB08899,3,DB00736
DB00559,3,DB00977
DB00559,3,DB01110
DB00977,3,DB00677
DB08912,3,DB00822
DB00559,3,DB00997
DB12267,3,DB04835
DB11901,3,DB00849
DB00559,3,DB05351
DB00865,3,DB00648
DB01238,3,DB00745
DB00559,3,DB01184
DB06413,3,DB00977
DB06616,3,DB08912
DB11901,3,DB00959
DB08912,3,DB01196
DB00537,3,DB01583
DB08912,3,DB09039
DB01351,3,DB04861
DB11901,3,DB01396
DB00501,3,DB06695
DB00482,3,DB00648
DB01418,3,DB08899
DB00564,3,DB00741
DB08912,3,DB00757
DB00783,3,DB09280
DB08899,3,DB01110
DB12161,3,DB08899
DB11633,3,DB00648
DB08912,3,DB00694
DB08899,3,DB00898
DB08899,3,DB01587
DB09231,3,DB00648
DB00918,3,DB11901
DB11901,3,DB00227
DB00195,3,DB01355
DB00564,3,DB08912
DB08882,3,DB09280
DB11901,3,DB08893
DB08907,3,DB00648
DB01238,3,DB01394
DB01418,3,DB00400
DB00307,3,DB06730
DB06772,3,DB08912
DB08865,3,DB00648
DB04574,3,DB01024
DB00603,3,DB00648
DB01167,3,DB00814
DB08899,3,DB14011
DB01076,3,DB08912
DB12267,3,DB00216
DB01238,3,DB13953
DB00849,3,DB04861
DB11817,3,DB09280
DB00673,3,DB09280
DB00568,3,DB11633
DB00559,3,DB00451
DB08899,3,DB00502
DB11901,3,DB00367
DB11901,3,DB00619
DB08899,3,DB01175
DB11901,3,DB09123
DB00559,3,DB01159
DB01238,3,DB06413
DB08882,3,DB01583
DB04794,3,DB01320
DB00678,3,DB00648
DB01234,3,DB09280
DB08912,3,DB01219
DB05541,3,DB08912
DB00916,3,DB01024
DB00783,3,DB00555
DB08899,3,DB00472
DB06772,3,DB08899
DB00317,3,DB00448
DB11901,3,DB12267
DB00564,3,DB00091
DB00604,3,DB00648
DB11901,3,DB00736
DB00091,3,DB08882
DB04574,3,DB09280
DB09280,3,DB00563
DB11901,3,DB00898
DB11901,3,DB00515
DB00758,3,DB08899
DB06203,3,DB00783
DB01238,3,DB00694
DB00559,3,DB09555
DB06695,3,DB01204
DB11901,3,DB01222
DB11901,3,DB00470
DB11901,3,DB00242
DB00559,3,DB00757
DB00307,3,DB09123
DB01466,3,DB00648
DB00321,3,DB08899
DB01611,3,DB00643
DB00518,3,DB00648
DB05351,3,DB01024
DB00988,3,DB09280
DB01320,3,DB08820
DB01394,3,DB00648
DB08899,3,DB00317
DB00278,3,DB00648
DB09026,3,DB08912
DB11901,3,DB13956
DB08899,3,DB00834
DB09119,3,DB01196
DB00835,3,DB00648
DB04855,3,DB01320
DB00294,3,DB00648
DB00240,3,DB01238
DB08899,3,DB00836
DB00321,3,DB04839
DB08912,3,DB00700
DB01223,3,DB00648
DB08912,3,DB09049
DB08899,3,DB01018
DB08899,3,DB08932
DB00559,3,DB13956
DB00568,3,DB08912
DB00546,3,DB00559
DB01197,3,DB00977
DB00321,3,DB00559
DB00559,3,DB00647
DB01238,3,DB00741
DB08899,3,DB05039
DB04839,3,DB00170
DB00559,3,DB01590
DB00318,3,DB08912
DB01159,3,DB00648
DB00559,3,DB00694
DB08912,3,DB01396
DB00394,3,DB09280
DB04574,3,DB00949
DB08912,3,DB00470
DB00808,3,DB00648
DB08899,3,DB13954
DB11901,3,DB01227
DB00321,3,DB08912
DB11901,3,DB00501
DB08899,3,DB00700
DB11901,3,DB01355
DB08912,3,DB00589
DB11901,3,DB00528
DB00673,3,DB00367
DB08912,3,DB09048
DB08899,3,DB01215
DB01559,3,DB00648
DB08865,3,DB09280
DB04839,3,DB01355
DB00518,3,DB00613
DB00370,3,DB00648
DB11901,3,DB00947
DB01238,3,DB01395
DB08899,3,DB00499
DB11901,3,DB11828
DB11901,3,DB00647
DB00648,3,DB00745
DB00559,3,DB01395
DB13953,3,DB00648
DB00324,3,DB00648
DB00307,3,DB00977
DB00559,3,DB00490
DB00564,3,DB04835
DB00446,3,DB09280
DB08899,3,DB00530
DB00559,3,DB00295
DB00564,3,DB00762
DB09280,3,DB05246
DB00006,3,DB01196
DB08912,3,DB09262
DB08815,3,DB00648
DB09119,3,DB01357
DB00379,3,DB00648
DB11827,3,DB09280
DB08912,3,DB00869
DB00637,3,DB00648
DB01126,3,DB08899
DB08912,3,DB00977
DB00612,3,DB08899
DB00559,3,DB08827
DB11901,3,DB06700
DB09128,3,DB00648
DB00559,3,DB00586
DB00903,4,DB06725
DB01435,4,DB00695
DB00255,4,DB01320
DB00903,4,DB00688
DB04839,4,DB01120
DB00358,4,DB05246
DB00672,4,DB01403
DB06605,4,DB01211
DB01240,4,DB09212
DB00363,4,DB08882
DB00783,4,DB00731
DB01120,4,DB06789
DB06203,4,DB08815
DB00861,4,DB00903
DB00233,4,DB00542
DB01196,4,DB01320
DB01200,4,DB01403
DB00668,4,DB01252
DB09128,4,DB01120
DB01122,4,DB00332
DB01240,4,DB04817
DB00808,4,DB00731
DB01223,4,DB00186
DB00266,4,DB06789
DB00834,4,DB00764
DB00917,4,DB00688
DB13783,4,DB04840
DB00956,4,DB00704
DB06736,4,DB00917
DB00245,4,DB01043
DB00543,4,DB05039
DB13956,4,DB01583
DB00443,4,DB00491
DB00917,4,DB00461
DB04574,4,DB01016
DB13783,4,DB01275
DB09128,4,DB01252
DB00186,4,DB00358
DB00758,4,DB00836
DB00903,4,DB01120
DB00436,4,DB00784
DB00414,4,DB00977
DB00593,4,DB00358
DB00414,4,DB01169
DB01234,4,DB00491
DB00917,4,DB00749
DB00436,4,DB00749
DB00523,4,DB00294
DB13783,4,DB00122
DB06203,4,DB01406
DB01395,4,DB01252
DB00443,4,DB08907
DB01418,4,DB01431
DB06730,4,DB01355
DB13783,4,DB01136
DB00672,4,DB00294
DB00586,4,DB00695
DB00672,4,DB00783
DB04839,4,DB00731
DB06216,4,DB00222
DB00917,4,DB00814
DB01244,4,DB00758
DB13783,4,DB00668
DB00903,4,DB01283
DB00136,4,DB00741
DB01590,4,DB01252
DB01238,4,DB00491
DB00414,4,DB00294
DB00278,4,DB00603
DB00233,4,DB00887
DB00741,4,DB00731
DB06736,4,DB01240
DB00887,4,DB00586
DB00714,4,DB06016
DB00668,4,DB01120
DB00608,4,DB00158
DB09128,4,DB00731
DB00655,4,DB01583
DB00672,4,DB00959
DB00318,4,DB00704
DB00436,4,DB01252
DB00158,4,DB06725
DB00695,4,DB01252
DB13783,4,DB04861
DB00363,4,DB01252
DB00222,4,DB04946
DB06730,4,DB00834
DB01200,4,DB06148
DB01217,4,DB00255
DB08897,4,DB01233
DB00240,4,DB00136
DB00318,4,DB01075
DB01355,4,DB00603
DB09231,4,DB00758
DB00392,4,DB01233
DB06203,4,DB00741
DB00434,4,DB08918
DB00523,4,DB00783
DB01197,4,DB01211
DB01240,4,DB00788
DB01050,4,DB01046
DB01119,4,DB00731
DB00903,4,DB01628
DB00783,4,DB00990
DB06216,4,DB01067
DB00543,4,DB00332
DB01067,4,DB00367
DB01067,4,DB08815
DB00176,4,DB01583
DB00136,4,DB01410
DB09232,4,DB00758
DB08918,4,DB00451
DB01014,4,DB00808
DB00783,4,DB01067
DB13783,4,DB00559
DB00523,4,DB01196
DB00921,4,DB00704
DB00591,4,DB00834
DB00572,4,DB00677
DB00810,4,DB00677
DB08815,4,DB00491
DB13783,4,DB00411
DB01395,4,DB08882
DB00915,4,DB01403
DB00819,4,DB06148
DB00523,4,DB00255
DB00861,4,DB00808
DB06203,4,DB06216
DB01242,4,DB00318
DB01014,4,DB01240
DB01351,4,DB00255
DB13783,4,DB13139
DB00158,4,DB04817
DB00367,4,DB00731
DB00394,4,DB00834
DB00564,4,DB01395
DB00695,4,DB00731
DB01320,4,DB06730
DB00158,4,DB09212
DB00861,4,DB00917
DB06203,4,DB00887
DB01014,4,DB00903
DB00443,4,DB08882
DB00695,4,DB00563
DB00459,4,DB00603
DB00714,4,DB06216
DB00215,4,DB00451
DB01357,4,DB00731
DB00318,4,DB00458
DB01122,4,DB00804
DB00363,4,DB00491
DB00564,4,DB01357
DB01118,4,DB00318
DB01046,4,DB00179
DB00006,4,DB00603
DB00977,4,DB01583
DB06605,4,DB00367
DB00977,4,DB00990
DB06777,4,DB00655
DB08907,4,DB00294
DB01393,4,DB06777
DB00414,4,DB01238
DB00278,4,DB00367
DB00804,4,DB00843
DB09223,4,DB01200
DB00672,4,DB01357
DB13783,4,DB00869
DB00443,4,DB00731
DB06695,4,DB09123
DB06789,4,DB01252
DB00593,4,DB06148
DB00278,4,DB00294
DB00917,4,DB01097
DB01223,4,DB00683
DB00847,4,DB00736
DB00294,4,DB00222
DB00749,4,DB00808
DB00484,4,DB06148
DB00543,4,DB08906
DB01217,4,DB13952
DB06605,4,DB09123
DB00887,4,DB00672
DB00572,4,DB00772
DB00496,4,DB00674
DB01238,4,DB00222
DB01406,4,DB01120
DB01234,4,DB00222
DB00443,4,DB01067
DB00180,4,DB00834
DB13783,4,DB00542
DB01046,4,DB00333
DB00967,4,DB00677
DB00158,4,DB00328
DB01320,4,DB00603
DB00195,4,DB00318
DB00482,4,DB00903
DB00608,4,DB00903
DB00257,4,DB00318
DB01016,4,DB00603
DB06216,4,DB01252
DB01590,4,DB08882
DB01418,4,DB06789
DB04946,4,DB00731
DB00714,4,DB00933
DB05541,4,DB00358
DB00245,4,DB01400
DB00951,4,DB01235
DB00482,4,DB00318
DB01046,4,DB01024
DB00255,4,DB01355
DB00720,4,DB05351
DB01200,4,DB09224
DB00714,4,DB08815
DB00783,4,DB00491
DB00917,4,DB01628
DB00640,4,DB01223
DB06216,4,DB01235
DB00996,4,DB00358
DB05246,4,DB06148
DB00695,4,DB01120
DB00482,4,DB01240
DB00443,4,DB00222
DB00783,4,DB00849
DB00414,4,DB00903
DB01240,4,DB00461
DB00963,4,DB00903
DB00758,4,DB09235
DB08815,4,DB00731
DB01240,4,DB01024
DB00222,4,DB06789
DB13783,4,DB06262
DB00977,4,DB01355
DB01169,4,DB08882
DB06736,4,DB00887
DB01234,4,DB01016
DB00603,4,DB01252
DB00783,4,DB01355
DB00392,4,DB01043
DB00696,4,DB06148
DB06777,4,DB01357
DB06216,4,DB08882
DB00813,4,DB00704
DB00808,4,DB00328
DB01014,4,DB00436
DB01406,4,DB00731
DB00887,4,DB09212
DB00996,4,DB06148
DB00783,4,DB01583
DB00436,4,DB01016
DB00523,4,DB01357
DB00843,4,DB00332
DB00436,4,DB00586
DB11181,4,DB00358
DB00945,4,DB00808
DB00158,4,DB00814
DB01435,4,DB00903
DB09128,4,DB00672
DB00903,4,DB01050
DB00523,4,DB04574
DB00222,4,DB00367
DB00915,4,DB04946
DB00843,4,DB00392
DB00956,5,DB09224
DB00484,5,DB00366
DB00402,5,DB00557
DB00484,5,DB00849
DB00898,5,DB01355
DB00972,5,DB00628
DB01219,5,DB01403
DB00543,5,DB00557
DB00333,5,DB00486
DB01142,5,DB00898
DB01114,5,DB00370
DB01176,5,DB00898
DB01558,5,DB00370
DB00366,5,DB00875
DB00934,5,DB01403
DB00484,5,DB00292
DB01114,5,DB00470
DB00366,5,DB00281
DB00477,5,DB00366
DB00494,5,DB00557
DB00972,5,DB09128
DB00647,5,DB00898
DB00484,5,DB00875
DB01466,5,DB00486
DB01151,5,DB00557
DB00490,5,DB00557
DB00557,5,DB00555
DB00176,5,DB00557
DB04953,5,DB00557
DB00921,5,DB00647
DB01018,5,DB00486
DB00921,5,DB01320
DB00366,5,DB01065
DB00949,5,DB00956
DB00921,5,DB00527
DB00972,5,DB00683
DB00907,5,DB00956
DB00996,5,DB00956
DB00484,5,DB00921
DB00593,5,DB00370
DB00543,5,DB00486
DB00802,5,DB00484
DB00921,5,DB00849
DB00557,5,DB00455
DB00972,5,DB04841
DB00921,5,DB00753
DB00933,5,DB01403
DB00956,5,DB00327
DB00924,5,DB00898
DB01151,5,DB00470
DB04908,5,DB01403
DB00575,5,DB00557
DB01086,5,DB00486
DB00366,5,DB00186
DB00921,5,DB00318
DB00557,5,DB00333
DB01558,5,DB01403
DB09128,5,DB00898
DB00434,5,DB00470
DB00186,5,DB01403
DB00434,5,DB00956
DB00318,5,DB00370
DB00484,5,DB00490
DB00972,5,DB00366
DB00921,5,DB00575
DB00470,5,DB06282
DB01355,5,DB01403
DB00628,5,DB00470
DB00356,5,DB01403
DB00898,5,DB01466
DB00321,5,DB00484
DB00972,5,DB01219
DB00470,5,DB00333
DB00754,5,DB00486
DB00628,5,DB00956
DB04841,5,DB00557
DB00327,5,DB00370
DB00484,5,DB01142
DB00333,5,DB01403
DB00402,5,DB00486
DB00972,5,DB01227
DB00555,5,DB00370
DB00802,5,DB00370
DB00921,5,DB00434
DB00564,5,DB00486
DB01028,5,DB00486
DB00898,5,DB00371
DB00748,5,DB00486
DB00484,5,DB00494
DB00633,5,DB01403
DB00455,5,DB00370
DB00484,5,DB00477
DB01219,5,DB00470
DB00921,5,DB00176
DB00754,5,DB00557
DB01018,5,DB00956
DB00557,5,DB00849
DB00434,5,DB00557
DB01238,5,DB00956
DB00557,5,DB00186
